send_date,send_time,medium,segment,category,purpose,offer_type,offer_detail,title,content,target_count,ctr,cvr
2026. 2. 5,16:15,친구톡,지원 요청,식품,황정민쇼_브컴,안내,100% ,[현대홈쇼핑],오늘 아침에 황쇼에서 「완주 흑곶감」구매하신 {{custNm||고객}} 고객님!생소한 흑곶감!🙋‍♀️ 100% 즐기는 법 궁금하신가요?정민 언니가 직접 찍은 【보이는 숏라디오】 들어보시고달콤하고 부드러운 흑곶감 맛있게 드세요!잠시 후 👉 18:30분황정민쇼 설맞이 특집전 2부 잊지 않으셨죠?🔥2부 라인업🔥 · 안유성 전복장 · 하시엔다구즈만  · 거창 사과 이번 2부도 역대급 혜택!전부 데려가세요🎁,460,3.70%,0.00%
2026. 2. 5,16:15,문자,지원 요청,식품,황정민쇼_브컴,안내,단순 안내,[현대홈쇼핑],"(광고)[현대홈쇼핑]감사합니다 {{custNm||고객}} 고객님! 설 특집 황정민쇼 '완주 흑곶감'을 구매해주셔서 감사합니다. 고객님께만 보내드리는 【황정민의 보이는 숏라디오】 링크입니다. 정성 다해 만든 고급 흑곶감 잘 보관하고 잘 먹는 법, 지금 확인해보세요!   ■ 보이는 숏라디오 : 완주흑곶감편→ https://youtu.be/rGOEbvBjEPw ■ 황정민쇼 방송알림 신청하기→ hmall.kr/DyLhsZ ■ TIP- [황정민쇼] 매주 목요일 8:15 방송- [황정민의 보이는 숏라디오]는 방송에서 못다 한 정민님의 꿀팁이 담긴 짧은 영상입니다. 잠시 후 18:30분 황정민쇼 설맞이 특집전 2부, 잊지 않으셨죠? 안유성 전복장, 하시엔다구즈만, 거창 사과 데려가세요♥무료수신거부 : 080-355-0000",355,1.41%,0.00%
2026. 2. 6,09;10,WEB,지원 요청,패션의류,코아시스_뷰티브랜드,안내,단순 안내,(광고) 이번주 금·토·일 주말특가🔥 지금 아니면 끝! 😱,딱 3일! 현대프리미엄아울렛 코아시스 특가 OPEN⏰AHC·VT 외 인기 브랜드 놓치면 아쉬운 주말 찬스✨👉 [행사 자세히 보기],"1,168,604",0.59%,0.00%
2026. 2. 6,16:15,WEB,골드 전체,기타,현대톡마트,안내,단순 안내,[72%] 현대톡마트 설맞이 할인특가,다가오는 설 명절을 위한 특가 혜택! 실속 있는 선물세트로 마음을 전하세요,"1,155,358",0.47%,0.00%
2026. 2. 6,19:45,친구톡,콜드 유저,기타,ONLY전화_왕톡,안내,단순 안내,[현대홈쇼핑],캐러셀 피드,"17,164",2.39%,1.09%
2026. 2. 6,19:35,친구톡,골드 하위,기타,ONLY전화_왕톡,안내,단순 안내,[현대홈쇼핑],캐러셀 피드,"33,153",1.11%,1.47%
2026. 2. 7,9:15,푸시,지원 요청,패션의류,코아시스_뷰티브랜드,안내,단순 안내,금·토·일 주말특가🔥 지금 아니면 끝!,(광고)딱 3일! 코아시스 주말 한정 특가 OPENAHC·브이티 외 인기 브랜드 놓치면 아쉬운 주말 찬스✨👉 지금 바로 확인하세요!(수신거부:앱설정),"41,850",0.60%,0.00%
2026. 2. 7,11:30,친구톡,지원 요청,패션의류,다건가망_구매사은품,안내,3만원 ,[현대홈쇼핑],"🎁 띵동 2월 구매혜택이 도착 했습니다!{{custNm||고객}}님, 혹시 구매사은품 잊지 않으셨죠? 😱👇 2월 구매사은품① AGK 멀티다지기② 3만원 적립금※ 택1, 신청필수지금 바로 아래 버튼을 클릭하고대상여부를 확인해 보세요!놓치고 있는 구매 사은품이기다리고 있을 수 있습니다 ✨","18,545",14.66%,0.00%
2026. 2. 7,9:05,문자,지원 요청,패션의류,코아시스_뷰티브랜드,안내,"45,000원",[현대홈쇼핑],"(광고)[현대홈쇼핑]현대프리미엄아울렛 스페이스원점 「코아시스」에서 단 3일동안만 【최대 80%】 초특가 할인 행사를 진행합니다.피부 장벽 · 탄력 · 속 보습요즘 피부에 꼭 필요한  3가지 케어!■ 행사 장소- 현대프리미엄 아울렛 스페이스원점 【1층 코아시스 매장】■ 대표 할인 BEST① 꽁당세 모이스처 밤 [45,000원 →  9,000원] | 80%▼② AHC 수딩 마스크(5매) [15,000원 → 6,900원] | 54%▼   ③ 메디필 화이트 앰플 [39,000원 → 9,900원] | 75%▼ ■ 행사 자세히 보기☞ hmall.kr/AqqmYL■ 행사 기간- 2/6(금) ~ 2/8(일), 3일간이번주 주말 한정 3일 특가로베스트셀러 상품을 만나 보세요!무료수신거부 : 080-355-0000",711,0.00%,0.00%
2026. 2. 7,19:00,WEB,골드 전체,패션의류,현역가왕3 갈라쇼,안내,단순 안내,(광고)🎙️현역가왕3 갈라쇼 티켓 마지막 응모 기회!,오직 현대홈쇼핑에서만 현역 트롯 퀸들을 직접 만날 수 있는 절호의 찬스! 👉 [지금 바로 확인하기] (수신거부:웹설정),"1,153,310",0.60%,0.00%
2026. 2. 7,10:10,문자,가입 → 첫구매,기타,첫구매_이벤트안내,안내,단순 안내,[현대홈쇼핑],"(광고) 현대홈쇼핑과 함께한 첫 순간, 앞으로도 풍족한 쇼핑 경험을 드리기 위해 노력하겠습니다. 숨겨진 혜택을 확인해보세요. ■ 진행중인 최대 혜택 몰아보기→ hmall.kr/DPYPXT ■ 설명절 [선물하기] 추천 상품!① [정성곳간] 갈비탕 [40%▼]② [헤라] 블랙쿠션 [15%▼]③ [닥터린] 오메가3 [15%▼]■ 그 외 비밀 특가 상품을 보고싶다면?→ hmall.kr/CpaDY6무료수신거부 : 080-355-0000",965,2.28%,1.04%
2026. 2. 7,10:40,문자,가입 → 첫구매,식품,첫구매_이벤트안내(모바일),안내,"3,000원",[현대홈쇼핑],"(광고) {{custNm||고객}}님께만 준비한 특별한 혜택, 망설이는 순간 스쳐 지나가요! 나만의 할인, 클릭 한 번이면 충분해요 ■ 현대홈쇼핑 [3,OOO원 할인] 쿠폰→ hmall.kr/Family_Zone ■ 설명절 [선물하기] 추천 특가상품!① [워커힐] 시그니처 LA갈비세트② [농협안심한우] 1등급 으뜸구이③ [사대부집곳간] 부세 보리굴비■ 설 명절 선물 할인이 궁금하면?- 할인쿠폰 무려 15장 즉시 지급☞ hmall.kr/D6nRG0지금 클릭해서 구경하고오늘 싸게 데려가세요♥무료수신거부 : 080-355-0000","1,650",1.64%,0.97%
2026. 2. 7,11:30,문자,지원 요청,패션의류,다건가망_구매사은품,안내,3만원 ,[현대홈쇼핑],"(광고)[현대홈쇼핑]띵동♪ 2월 구매혜택이 도착 했습니다!{{custNm||고객}}님, 구매사은품 잊지 않으셨죠?■ 2월 구매사은품(택 1, 신청필수)① AGK 멀티다지기② 3만원 적립금■ 나의 대상여부 확인하기☞ hmall.kr/EWvunP ■ [현대홈쇼핑 단독] 현역가왕3 갈라쇼 티켓 경품- 총 600장 티겟, 행운의 주인공이 되어보세요☞ hmall.kr/EFofX7무료수신거부 : 080-355-0000","14,928",7.83%,0.00%
2026. 2. 7,10:10,친구톡,가입 → 첫구매,기타,첫구매_이벤트안내,안내,🔻40%,[현대홈쇼핑],✨현대홈쇼핑과 함께한 첫 순간을 잊지 않을게요! 앞으로도 풍족한 쇼핑 경험을 드리기 위해 노력하겠습니다. 👉 지금 바로 숨겨진 혜택을 확인해 보세요! 🎁 설명절 추천 특가BEST!① [정성곳간] 갈비탕 [🔻40%]② [헤라] 블랙쿠션 [🔻15%]③ [닥터린] 오메가3 [🔻15%],"1,190",2.27%,1.09%
2026. 2. 7,9:05,친구톡,지원 요청,패션의류,코아시스_뷰티브랜드,안내,80%,[현대홈쇼핑],"⏰ 주말 한정 초특가 구매찬스!코아시스에서 금·토·일 [~🔻80%] 세일 진행 중!🔥 대표 할인 BEST 🔥① 꽁당세 아로마틱 모이스처 밤 [45,000원 →  9,000원] | 🔻80%② AHC 마이크로 수딩 마스크(5매) [15,000원 → 6,900원] | 🔻54%   ③ 메디필 글루타치온 화이트 앰플 [39,000원 → 9,900원] | 🔻75%  📍 행사 장소 현대프리미엄 아울렛 스페이스원점 【1층 코아시스 매장】🗓️ 행사 기간2/6(금) ~ 2/8(일), 단 3일간!지금 아니면 놓치는 역대급 혜택!서둘러 방문해 보세요💛","61,872",0.07%,0.00%
2026. 2. 9,16:20,푸시,외부고객,패션의류,현카 업셀링,안내,"30,000원",🎁 {{custNm||고객}}님 구매 사은품 놓고 가셨어요!,"(광고) 혹시 구매하시고 사은품 신청 안 하셨나요? 😱 3O,OOO원 또는 AKG 멀티 다지기 중 원하는걸 지금 골라보세요!👉 [사은품 신청하기](수신거부:앱설정)",272,11.03%,11.40%
2026. 2. 9,16:00,푸시,외부고객,등급/혜택,현카 리마인드,안내,단순 안내,❓ 아직 할인쿠폰 사용 안 하셨다구요,(광고) 구매를 망설이고 계신 {{custNm||고객}}님께 드리는 특별 초대장💌 BIG 세일 상품들을 한 눈에 보면서【혜택+혜택】을 노려보세요 👉(수신거부:앱설정),"3,063",4.21%,6.37%
2026. 2. 9,13:10,푸시,우수 임박,등급/혜택,VIP 슈퍼패스 리마인드,안내,단순 안내,"🎉{{custNm||고객}}님, 입장하실 차례입니다.",(광고) 💎VIP 슈퍼패스 도전이 아직 안 끝났어요! 딱 2건이면 나도 이제 현대홈쇼핑 【우수고객 혜택】을 누릴 수 있다고?  👉 [지금 바로 확인하기](수신거부:앱설정),"4,398",1.14%,2.98%
2026. 2. 9,15:05,문자,지원 요청,기타,현역가왕3 갈라쇼,안내,단순 안내,[현대홈쇼핑],"[현대홈쇼핑 현역가왕3 당첨안내]안녕하세요, {{custNm||고객}}님. 현대홈쇼핑 <현역가왕3 갈라쇼> 방청권 당첨을 축하드립니다!현대홈쇼핑 공식번호 080-000-0000로 고객님의 참석 여부를 확인할 예정이니, 반드시 전화를 받아주세요. 아래의 <현역가왕3 갈라쇼> 방청 장소 및 시간을 확인하여 주시고, 동반 1인이 있을 경우 상담원께 미리 알려주십시오.회신기간 내 전화를 받지 않거나 참석을 거절하실 경우 당첨이 자동 취소되오니 반드시 아래 유의사항을 확인해주시기 바랍니다. [현역가왕3 갈라쇼 방청 안내]▶ 일자 : 3월 1일(일) 오후 2시▶ 장소 : 파주 드라마스튜디오 스테이지온 (파주 월롱면 덕은리 715)▶ 특전 : 성인 1인 동반 입장 가능▶ 참석 방법 : 현대홈쇼핑 상담원에게 전화로 참석의사를 밝힌 뒤, 현장에서 본인확인 후 입장 (당첨자 본인 및 동반 1인의 신분증 필참)▶ 회신 기한 :  2/13 (금) 16시까지 *갈라쇼 공연장은 서울역 기준 왕복 3시간 이상 소요되는 거리이며, 주변에 음식점, 주차장 등 편의시설이 전혀 없습니다. 또한 공연의 특성상 입장/종료시각 지연 등 예기치 못한 대기가 발생할 수 있습니다. 이 점을 충분히 고려하신 뒤 참석의사를 밝혀주시기 바랍니다. [유의사항]- 본 메시지는 당첨 사실 고지일 뿐 갈라쇼 입장권이 아닙니다. - 기간 내 전화를 받지 않거나 참석을 거절하실 경우 문자 수신 여부와 무관하게 당첨이 취소됩니다.- 참석의사를 밝히신 고객님께는 제작사(크레아스튜디오)의 2차 안내가 있을 예정입니다.- 본 갈라쇼 녹화는 오전/오후 2부로 진행되며 당첨 시간대는 변경 불가합니다.- 안내드린 시각은 접수시각이며 오전조는 9시 접수 후 10시~11시 입장, 오후조는 2시부터 접수하여 3시~4시 경 입장 예정입니다. 시간대가 변동될 시 제작사에서 2차 안내드리겠습니다.- 본 갈라쇼는 타인 양도 / 재판매가 절대 불가하며 당첨자와 사전에 알려주신 동반인 1인 본인이 아닌 분은 입장이 제한됩니다. 무료수신거부 : 080-355-0000",149,0.00%,0.00%
2026. 2. 9,15:10,문자,지원 요청,기타,현역가왕3 갈라쇼,안내,단순 안내,[현대홈쇼핑],"[현대홈쇼핑 현역가왕3 당첨안내]안녕하세요, {{custNm||고객}}님. 현대홈쇼핑 <현역가왕3 갈라쇼> 방청권 당첨을 축하드립니다!현대홈쇼핑 공식번호 080-000-0000로 고객님의 참석 여부를 확인할 예정이니, 반드시 전화를 받아주세요. 아래의 <현역가왕3 갈라쇼> 방청 장소 및 시간을 확인하여 주시고, 동반 1인이 있을 경우 상담원께 미리 알려주십시오.회신기간 내 전화를 받지 않거나 참석을 거절하실 경우 당첨이 자동 취소되오니 반드시 아래 유의사항을 확인해주시기 바랍니다. [현역가왕3 갈라쇼 방청 안내]▶ 일자 : 3월 1일(일) 오후 2시▶ 장소 : 파주 드라마스튜디오 스테이지온 (파주 월롱면 덕은리 715)▶ 특전 : 성인 1인 동반 입장 가능▶ 참석 방법 : 현대홈쇼핑 상담원에게 전화로 참석의사를 밝힌 뒤, 현장에서 본인확인 후 입장 (당첨자 본인 및 동반 1인의 신분증 필참)▶ 회신 기한 :  2/13 (금) 16시까지 *갈라쇼 공연장은 서울역 기준 왕복 3시간 이상 소요되는 거리이며, 주변에 음식점, 주차장 등 편의시설이 전혀 없습니다. 또한 공연의 특성상 입장/종료시각 지연 등 예기치 못한 대기가 발생할 수 있습니다. 이 점을 충분히 고려하신 뒤 참석의사를 밝혀주시기 바랍니다. [유의사항]- 본 메시지는 당첨 사실 고지일 뿐 갈라쇼 입장권이 아닙니다. - 기간 내 전화를 받지 않거나 참석을 거절하실 경우 문자 수신 여부와 무관하게 당첨이 취소됩니다.- 참석의사를 밝히신 고객님께는 제작사(크레아스튜디오)의 2차 안내가 있을 예정입니다.- 본 갈라쇼 녹화는 오전/오후 2부로 진행되며 당첨 시간대는 변경 불가합니다.- 안내드린 시각은 접수시각이며 오전조는 9시 접수 후 10시~11시 입장, 오후조는 2시부터 접수하여 3시~4시 경 입장 예정입니다. 시간대가 변동될 시 제작사에서 2차 안내드리겠습니다.- 본 갈라쇼는 타인 양도 / 재판매가 절대 불가하며 당첨자와 사전에 알려주신 동반인 1인 본인이 아닌 분은 입장이 제한됩니다. 무료수신거부 : 080-355-0000",146,0.00%,0.00%
2026. 2. 10,20:00,친구톡,외부고객,등급/혜택,현카 톡마트 최종 리마인드,안내,10% 적립,[현대홈쇼핑],"⏰ {{custNm||고객}}님께서 보유하신【3,OOO원 장바구니 할인쿠폰】사용기한이 오늘 소멸됩니다.현대톡마트에서 중복으로 사용 가능한현대카드x장바구니 할인 쿠폰!오늘 조금이라도 저렴하게구매해 보세요!✨오늘 결제 혜택① 현대카드 장바구니 할인쿠폰 사용② H.Point 10% 적립 혜택 ③ 구매 사은품 신청",544,15.26%,7.35%
2026. 2. 10,9:20,친구톡,지원 요청,패션의류,다건가망_구매사은품,안내,3만원 ,[현대홈쇼핑],"행사 종료 D-1일🎵2월 구매 혜택이 도착 했습니다!🎁 {{custNm||고객}}님, 구매 사은품 잊지 않으셨죠!? 👇 2월 구매 사은품① AGK 멀티다지기② 3만원 적립금※ 택1, 신청필수🎉 깜짝 1만원 쇼핑지원금 도착!- TV 방송상품 대상 - 할인 금액 : 10,000원- 사용 기간 : ~2/12(목)까지※ 일부 상품 제외지금 바로 아래 버튼을 클릭하고대상 여부를 확인해 보세요!놓치고 있는 구매 사은품이기다리고 있을 수 있습니다 ✨","38,644",10.19%,0.00%
2026. 2. 10,20:00,문자,외부고객,등급/혜택,현카 톡마트 최종 리마인드,안내,10% 적립,[현대홈쇼핑],"(광고)[현대홈쇼핑]{{custNm||고객}}님께서 보유하신【3,OOO원 장바구니 할인쿠폰】오늘 소멸될 예정입니다.현대톡마트에서 중복으로 사용 가능한현대카드x장바구니 할인 쿠폰!■ 오늘 결제 혜택① 현대카드 장바구니 할인쿠폰 사용② H.Point 10% 적립 혜택 ③ 구매 사은품 신청→ hmall.kr/B5kuaj조금이라도 저렴하게구매하고 싶으신 분들은오늘 기회를 놓치지 마세요!무료수신거부 : 080-355-0000",215,9.30%,4.19%
2026. 2. 10,9:20,문자,지원 요청,패션의류,다건가망_구매사은품,안내,3만원 ,[현대홈쇼핑],"(광고)[현대홈쇼핑]행사종료 D-1!구매 사은품 신청 안 하신분들 주목!2월 구매 혜택이 도착했습니다. ■ 나의 대상여부 확인하기→ hmall.kr/BikCHa※ 2월 구매사은품(택 1, 신청필수)① AGK 멀티다지기② 3만원 적립금 ■ 깜짝 1만원 쇼핑지원금- TV방송상품 대상- 혜택 : 10,000원 할인- 사용기간 : ~2/12(목)까지※ 일부 상품 제외■ 추천상품 보러가기→ hmall.kr/CLqxoq무료수신거부 : 080-355-0000","40,301",8.19%,0.00%
2026. 2. 11,12:30,푸시,실버 고객,등급/혜택,웰컴쿠폰팩 월초,안내,5만원 ,"🎊 지금 【5O,OOO원 할인】 입장해 주세요",(광고){{custNm||고객}}님♥️ 지금 들어오셔서 총 5만원 할인쿠폰팩으로 다시 즐거운 쇼핑 시작하세요!👉 [쿠폰 바로 받기](수신거부:앱설정),"109,320",0.89%,0.76%
2026. 2. 11,13:15,푸시,콜드 유저,등급/혜택,웰컴쿠폰팩 월초,안내,5만원 ,"🎊 지금 【5O,OOO원 할인】 입장해 주세요",(광고){{custNm||고객}}님♥️ 지금 들어오셔서 총 5만원 할인쿠폰팩으로 다시 즐거운 쇼핑 시작하세요!👉 [쿠폰 바로 받기](수신거부:앱설정),"32,042",0.76%,1.44%
2026. 2. 12,18:20,푸시,골드 전체,등급/혜택,등급쿠폰 안내_장바구니,안내,단순 안내,"⚡{{custNm||고객}}님, 관심상품 3천원 싸게 구매하세요!",(광고) 지금 눈 여겨 보고 계신 상품이 있으신가요? 🏆 {{custGrd||회원등급}} 등급 전용 할인 쿠폰 받고 조금이라도 더 싸게 구매해 보세요♥️👉 [지금 할인 받기](수신거부:앱설정),"18,833",0.85%,3.05%
2026. 2. 12,9:15,문자,지원 요청,기타,매거진H_당첨안내,안내,단순 안내,[현대홈쇼핑],"안녕하세요, {{custNm||고객}} 고객님매거진H <K현대미술관>편 댓글이벤트 당첨을 축하드립니다!! 총 2명 입장 가능한 전시 초대권을 보내드리오니 가족,친구,연인과 즐거운 시간 보내세요 ♡▶ 대상전시: <괴짜전 2025>▶ 관람일정 : ~ 2026.02.28(일)까지 ▶ 관람시간 : 화~일 오전 10시~오후 7시 (입장 마감 오후 6시) ▶ 사용방법 : 안내데스크 방문 후, 해당 문자 & 당첨자 본인확인▶ 위치 : 서울 K현대미술관 (압구정로데오역 5번 출구 인근)※ 본 초대권은 1인 2매입니다. ※ 현대홈쇼핑 번호로 발송된 문자메시지만 초대권으로 인정됩니다. ※ 해당 문자는 재발송 불가하며, 삭제 시 전시 관람이 불가합니다. ※ 초대권 사용을 위해서는 당첨자 본인확인을 위한 신분증 확인이 필요하오니, 반드시 신분증을 지참하십시오.※ 본 초대권은 재판매, 양도, 관람일 연장이 불가능합니다. ※ 매주 월요일은 K현대미술관 휴관일입니다. ※ 초대권은 2026년 2월 28일(일)까지만 사용 가능합니다.무료수신거부 : 080-355-0000",19,0.00%,0.00%
2026. 2. 13,16:05,WEB,지원 요청,패션의류,코아시스_뷰티브랜드,안내,85% 할인,7일 한정🔥 코아시스 매장 내 금주의 특가⚡,"(광고) 최대 85% 할인, 400개 한정 수량 클렌저부터AHC 마스크팩, 동국제약 마데카 크림까지!행사 기간 2/13~19 단 일주일!(수신거부: 웹설정)","1,156,656",0.55%,0.00%
2026. 2. 14,8:55,문자,지원 요청,패션의류,코아시스_뷰티브랜드,안내,"129,000원",[현대홈쇼핑],"(광고)[현대홈쇼핑]현대프리미엄아울렛 스페이스원점 「코아시스」에서 일주일동안 【최대 85%】 초특가 할인 행사를 진행합니다.■ 행사 장소- 현대프리미엄 아울렛 스페이스원점 【1층 코아시스 매장】■ 행사 기간- 2/13(금) ~ 2/19(목), 7일간■ 행사 상품 안내① [실큰] 퓨어 진동클렌저 [129,000원 →  19,900원] | 85%▼② [AHC] 앱솔루트 리턴 솔루션 순면 마스크 (10매) [20,000원 → 8,900원] | 56%▼   ③ [아미니] 데일리 수분 콜라겐 선크림 50ml [20,000원 → 4,500원] | 78%▼ ■ 행사 자세히 보기☞ hmall.kr/CE5p7d■ 출석체크 하러가기☞ hmall.kr/AWG80a이번 주에만 운영되는 한정 프로모션매장에서 직접 만나보세요!무료수신거부 : 080-355-0000",711,1.55%,0.00%
2026. 2. 14,9:20,푸시,지원 요청,패션의류,코아시스_뷰티브랜드,안내,85% 할인,7일 한정 코아시스 매장 내 금주의 특가🔥,"(광고) [~🔻85% 할인] 400개 한정 수량 클렌저부터 AHC 마스크팩, 동국제약 마데카 크림까지! 행사 기간 2/13~19 단 일주일!(수신거부: 앱설정)","42,987",0.42%,0.00%
2026. 2. 14,8:55,친구톡,지원 요청,패션의류,코아시스_뷰티브랜드,안내,000원,[현대홈쇼핑],"🔥 이번 주 단 7일 한정 혜택 🔥2/13~2/19, 지금 진행되는 스페셜 프로모션✨ 행사 상품 안내① [실큰] 퓨어 진동클렌저129,000원 → 19,900원 (85%🔻, 400개 한정)② [AHC] 앱솔루트 리턴 솔루션 순면 마스크20,000원 → 8,900원 (56%🔻)③ [아미니] 데일리 수분 콜라겐 선크림 50ml20,000원 → 4,500원 (78%🔻)📍 행사 장소 현대프리미엄 아울렛 스페이스원점 【1층 코아시스 매장】🗓️ 행사 기간2/13(금) ~ 2/19(목), 7일간!이번 주에만 운영되는 한정 프로모션행사 기간 내 매장에서 직접 만나보세요 ✨","61,798",1.08%,0.00%
2026. 2. 19,19:15,친구톡,우수 임박,패션의류,VIP슈퍼패스 선정 안내,안내,5% ,[현대홈쇼핑],"{{custNm||고객}}님, 축하합니다🎉VIP 슈퍼패스를 달성하셨어요!지금 이 순간부터{{custNm||고객}}님은 【플래티넘(VIP)】 등급 고객입니다.🌟 플래티넘(VIP) 혜택 한 눈 요약!· 🎊 매일 참여 가능한 VIP 룰렛이벤트 · 💌 VIP 전용 시크릿 라이브 초대· 👜 VIP 고객만 구매 가능한 특가 상품✨ 지금 바로 확인하세요!마이페이지 > 멤버십 혜택에 들어오시면플래티넘 전용 쿠폰이 기다리고 있어요.🎁 5,000원 / 3,000원 / 5% 할인쿠폰👉 지금 바로 다운로드하고 사용해보세요!VIP는 지금부터가 시작입니다.{{custNm||고객}}님만을 위한 혜택,지금 VIP 라운지에서 마음껏 즐겨보세요.",287,18.82%,7.32%
2026. 2. 19,17:58,WEB,지원 요청,패션의류,코아시스_뷰티브랜드,안내,88% ,7일 초특가🔥 코아시스 매장 한정 위클리 딜,"(광고)최대 88% 파격 인하! 보습 마스크팩,각질관리 필링패드부터 순한 선쿠션까지!행사 기간 2/20(금)~26(목), 단 7일동안 진행!(수신거부: 웹설정)","1,158,326",0.56%,0.00%
2026. 2. 19,12:15,문자,지원 요청,기타,현역가왕3 갈라쇼,안내,단순 안내,[현대홈쇼핑],"[현대홈쇼핑 현역가왕3 당첨안내]안녕하세요, {{custNm||고객}}님. 현대홈쇼핑 <현역가왕3 갈라쇼> 방청권 당첨을 축하드립니다!현대홈쇼핑 공식번호 080-000-0000로 고객님의 참석 여부를 확인할 예정이니, 반드시 전화를 받아주세요. 아래의 <현역가왕3 갈라쇼> 방청 장소 및 시간을 확인하여 주시고, 동반 1인이 있을 경우 상담원께 미리 알려주십시오.회신기간 내 전화를 받지 않거나 참석을 거절하실 경우 당첨이 자동 취소되오니 반드시 아래 유의사항을 확인해주시기 바랍니다. [현역가왕3 갈라쇼 방청 안내]▶ 일자 : 3월 1일(일) 오전 9시▶ 장소 : 파주 드라마스튜디오 스테이지온 (파주 월롱면 덕은리 715)▶ 특전 : 성인 1인 동반 입장 가능▶ 참석 방법 : 현대홈쇼핑 상담원에게 전화로 참석의사를 밝힌 뒤, 현장에서 본인확인 후 입장 (당첨자 본인 및 동반 1인의 신분증 필참)▶ 회신 기한 :  2/20 (금) 16시까지 *갈라쇼 공연장은 서울역 기준 왕복 3시간 이상 소요되는 거리이며, 주변에 음식점, 주차장 등 편의시설이 전혀 없습니다. 또한 공연의 특성상 입장/종료시각 지연 등 예기치 못한 대기가 발생할 수 있습니다. 이 점을 충분히 고려하신 뒤 참석의사를 밝혀주시기 바랍니다. [유의사항]- 본 메시지는 당첨 사실 고지일 뿐 갈라쇼 입장권이 아닙니다. - 기간 내 전화를 받지 않거나 참석을 거절하실 경우 문자 수신 여부와 무관하게 당첨이 취소됩니다.- 참석의사를 밝히신 고객님께는 제작사(크레아스튜디오)의 2차 안내가 있을 예정입니다.- 본 갈라쇼 녹화는 오전/오후 2부로 진행되며 당첨 시간대는 변경 불가합니다.- 안내드린 시각은 접수시각이며 오전조는 9시 접수 후 10시~11시 입장, 오후조는 2시부터 접수하여 3시~4시 경 입장 예정입니다. 시간대가 변동될 시 제작사에서 2차 안내드리겠습니다.- 본 갈라쇼는 타인 양도 / 재판매가 절대 불가하며 당첨자와 사전에 알려주신 동반인 1인 본인이 아닌 분은 입장이 제한됩니다. 무료수신거부 : 080-355-0000",75,0.00%,0.00%
2026. 2. 19,12:20,문자,지원 요청,기타,현역가왕3 갈라쇼,안내,단순 안내,[현대홈쇼핑],"[현대홈쇼핑 현역가왕3 당첨안내]안녕하세요, {{custNm||고객}}님. 현대홈쇼핑 <현역가왕3 갈라쇼> 방청권 당첨을 축하드립니다!현대홈쇼핑 공식번호 080-000-0000로 고객님의 참석 여부를 확인할 예정이니, 반드시 전화를 받아주세요. 아래의 <현역가왕3 갈라쇼> 방청 장소 및 시간을 확인하여 주시고, 동반 1인이 있을 경우 상담원께 미리 알려주십시오.회신기간 내 전화를 받지 않거나 참석을 거절하실 경우 당첨이 자동 취소되오니 반드시 아래 유의사항을 확인해주시기 바랍니다. [현역가왕3 갈라쇼 방청 안내]▶ 일자 : 3월 1일(일) 오전 9시▶ 장소 : 파주 드라마스튜디오 스테이지온 (파주 월롱면 덕은리 715)▶ 특전 : 성인 1인 동반 입장 가능▶ 참석 방법 : 현대홈쇼핑 상담원에게 전화로 참석의사를 밝힌 뒤, 현장에서 본인확인 후 입장 (당첨자 본인 및 동반 1인의 신분증 필참)▶ 회신 기한 :  2/20 (금) 16시까지 *갈라쇼 공연장은 서울역 기준 왕복 3시간 이상 소요되는 거리이며, 주변에 음식점, 주차장 등 편의시설이 전혀 없습니다. 또한 공연의 특성상 입장/종료시각 지연 등 예기치 못한 대기가 발생할 수 있습니다. 이 점을 충분히 고려하신 뒤 참석의사를 밝혀주시기 바랍니다. [유의사항]- 본 메시지는 당첨 사실 고지일 뿐 갈라쇼 입장권이 아닙니다. - 기간 내 전화를 받지 않거나 참석을 거절하실 경우 문자 수신 여부와 무관하게 당첨이 취소됩니다.- 참석의사를 밝히신 고객님께는 제작사(크레아스튜디오)의 2차 안내가 있을 예정입니다.- 본 갈라쇼 녹화는 오전/오후 2부로 진행되며 당첨 시간대는 변경 불가합니다.- 안내드린 시각은 접수시각이며 오전조는 9시 접수 후 10시~11시 입장, 오후조는 2시부터 접수하여 3시~4시 경 입장 예정입니다. 시간대가 변동될 시 제작사에서 2차 안내드리겠습니다.- 본 갈라쇼는 타인 양도 / 재판매가 절대 불가하며 당첨자와 사전에 알려주신 동반인 1인 본인이 아닌 분은 입장이 제한됩니다. 무료수신거부 : 080-355-0000",86,0.00%,0.00%
2026. 2. 20,18:20,푸시,골드 전체,등급/혜택,등급쿠폰 리마인드,안내,"3,000원","💝 {{custNm||고객}}님, 잊으신 할인혜택이 있어요!","(광고) {{custGrd||회원등급}} 등급 전용 3,OOO원 할인쿠폰이 아직 잠자고 있어요! 소멸되기 전에 지금 바로 사용하고 알뜰하게 쇼핑하세요 🏃💨(수신거부:앱설정)","96,116",1.96%,3.20%
2026. 2. 20,19:00,친구톡,골드 하위,기타,왕톡안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드,"31,576",3.05%,0.97%
2026. 2. 20,19:10,친구톡,콜드 유저,기타,왕톡안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드,"16,986",2.96%,0.67%
